,Player1,Player2,D,DD,DDD,DDL,DDV,DL,DLD,DLL,DLV,DV,DVD,DVL,DVV,L,LD,LDD,LDL,LDV,LL,LLD,LLL,LLV,LV,LVD,LVL,LVV,V,VD,VDD,VDL,VDV,VL,VLD,VLL,VLV,VV,VVD,VVL,VVV
1106,31668,25786,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,1.0,,,1.0,,,2.0,
1107,31668,33217,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
1108,31668,52850,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,1.0,
1109,31686,17565,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,
1110,31686,47661,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
1111,31731,31978,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
1112,31758,21756,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,2.0,,,,,,,1.0,,,,,,,
1113,31758,53943,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,
1114,31910,6143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
1115,31978,38687,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
1116,32001,31210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
1117,32001,50409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
1118,32114,26064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
1119,32114,30228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
1120,32147,5933,,1.0,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,32155,3486,,,1.0,1.0,2.0,1.0,,,1.0,,,,,1.0,1.0,1.0,,2.0,,,,3.0,2.0,,2.0,1.0,,,,,1.0,,1.0,1.0,2.0,,,,
1122,32155,52372,1.0,,1.0,,,,,,2.0,,,,,,,1.0,,2.0,,1.0,,1.0,2.0,,,1.0,,,1.0,,,,,,1.0,,,,
1123,32288,31248,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,
1124,32288,35903,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,
1125,32288,37537,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,
1126,32319,5241,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,
1127,32319,32492,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,1.0
1128,32369,19176,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,
1129,32369,20506,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0
1130,32369,47256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0
1131,32394,13496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
1132,32394,27381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
1133,32399,41832,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,
1134,32399,48663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
1135,32419,24891,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,32423,16260,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,32423,19426,,,,,2.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,1.0,2.0,3.0,,,1.0,,2.0,,1.0,1.0
1138,32504,25009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
1139,32565,12269,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1140,32718,13058,,1.0,,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,
1141,32718,42535,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,1.0,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,
1142,32718,51544,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
1143,32718,52560,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,
1144,32849,12482,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,1.0,,,,,,
1145,32849,41797,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
1146,32861,22689,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,
1147,32861,53943,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,1.0,,
1148,32879,48879,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,32929,43296,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,33023,28005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
1151,33026,27826,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,3.0,1.0,,,1.0,,,,,,,,,1.0,,,,,
1152,33026,29418,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,1.0,
1153,33041,20305,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
1154,33100,31633,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
1155,33127,10720,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,
1156,33127,27462,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,
1157,33149,6243,,,,,1.0,,,,1.0,1.0,,,1.0,,,,,1.0,,,,2.0,,,,,,,,,1.0,,,,1.0,,,,
1158,33149,27525,,,1.0,,,,1.0,1.0,,,1.0,1.0,,,,,1.0,,2.0,1.0,,,,,,,1.0,,1.0,,,,,,,,,2.0,
1159,33181,1264,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,1.0,,,3.0,,,1.0,1.0,2.0,,,3.0,
1160,33181,15665,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,
1161,33181,17802,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,2.0,
1162,33181,21648,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,1.0,,,,,,1.0,
1163,33181,32718,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,
1164,33181,47542,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1165,33187,2444,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,2.0,
1166,33187,22151,,,,,2.0,,,,,1.0,,,2.0,,,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,,,2.0,1.0,,,1.0,3.0,,,2.0,1.0
1167,33187,37471,,,,2.0,2.0,,,,,,,1.0,,,,,1.0,1.0,2.0,,,,,,1.0,1.0,,,,,1.0,1.0,,3.0,1.0,,,1.0,
1168,33187,40593,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,1.0
1169,33187,43145,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,
1170,33217,20860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,
1171,33217,31633,1.0,,,,,,,,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,1.0,,
1172,33217,31668,,,,,,,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
1173,33217,52850,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
1174,33228,19748,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,
1175,33274,1264,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,
1176,33424,32718,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,
1177,33442,6378,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
1178,33442,12327,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
1179,33504,3002,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,
1180,33533,30904,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,1.0,,1.0,1.0,,,,,1.0,
1181,33562,6143,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
1182,33562,26255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
1183,33574,5740,,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,
1184,33593,12269,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,3.0,
1185,33593,38698,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,
1186,33593,46744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
1187,33633,15936,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
1188,33646,19197,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,33647,38861,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,33677,45239,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,
1191,33932,1214,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
1192,33957,1759,,,2.0,,,,,,,,1.0,1.0,,,,2.0,1.0,,1.0,,,,,,,,,,1.0,,,1.0,2.0,2.0,,,,,
1193,33984,20477,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,1.0,,,,,1.0,,,,,,,,,
1194,33984,33181,,,,,,,1.0,,2.0,,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,
1195,33984,34770,,,,,,,1.0,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,
1196,33984,43166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,
1197,34022,24788,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
1198,34025,17231,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,34025,18253,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,34039,15990,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,34039,24517,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
1202,34039,47040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
1203,34245,17438,,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,,
1204,34245,17802,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1205,34245,27684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
1206,34245,40829,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0
1207,34245,42535,,,1.0,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,
1208,34450,15330,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,34569,624,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,
1210,34569,4294,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,2.0,
1211,34569,14750,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,
1212,34569,25786,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,1.0,2.0,,,,,,,,,2.0,,,,,
1213,34569,38896,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,1.0,,,,1.0
1214,34732,836,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0
1215,34770,3208,,,,2.0,,,,,,,,,,,,,,,1.0,,2.0,,,,3.0,,,,,1.0,,1.0,,3.0,,,,,
1216,34770,8951,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,1.0,,,1.0,1.0,1.0,,2.0,1.0,1.0,3.0,2.0
1217,34770,25786,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,1.0,,,,,1.0,,,1.0,,1.0,,3.0,2.0,,,10.0,1.0
1218,34770,31404,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,3.0,,,,1.0,1.0,1.0,,1.0
1219,34770,32718,,,,,,,,,,,,,,,,,2.0,,1.0,,,1.0,,,,,1.0,,,1.0,,2.0,,3.0,1.0,,,6.0,
1220,34770,41837,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,34770,42535,,,1.0,,1.0,,,,,,,,,,,1.0,,,1.0,1.0,2.0,,,,1.0,,,,,,,1.0,,1.0,,,,,
1222,34770,47542,,,1.0,1.0,,,1.0,,,,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,
1223,34786,11447,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,1.0,1.0
1224,34786,13018,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,1.0
1225,34786,41797,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,1.0
1226,34870,22245,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,2.0,,,,,1.0,,1.0,,1.0,,,,,
1227,34870,25786,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,34890,18038,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
1229,34897,12847,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,
1230,34897,43964,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,35047,1053,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,
1232,35047,4968,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,35080,18248,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,
1234,35113,624,,,,,,,,,,,,1.0,,,1.0,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,
1235,35160,23327,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,
1236,35199,17205,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,
1237,35199,18981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,
1238,35199,24306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
1239,35255,34969,,,,3.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,1.0,,,2.0,1.0,2.0,,2.0,2.0,,1.0,6.0,1.0
1240,35347,36092,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
1241,35347,43350,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,
1242,35376,43296,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,
1243,35536,16077,,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,
1244,35536,42403,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
1245,35536,47256,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
1246,35536,52033,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,
1247,35542,45700,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,35542,53664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
1249,35704,18081,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
1250,35704,21485,,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
1251,35770,25466,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,2.0,2.0,1.0,,,,1.0,,,,1.0,,,,1.0,,,1.0,1.0,,,,1.0,,
1252,35835,8618,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,
1253,35835,8637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
1254,35835,11782,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,
1255,35835,47395,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
1256,35835,50047,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,
1257,35835,51109,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1258,35883,4005,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,1.0,,,,3.0,1.0,,,
1259,35883,18248,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,
1260,35903,18981,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
1261,35903,32288,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,2.0,1.0,,1.0,
1262,35903,37537,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
1263,35950,42990,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,2.0,,,,
1264,35950,54058,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,
1265,35985,18038,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
1266,36020,13874,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
1267,36077,47221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
1268,36077,49846,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,36092,11401,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,36155,1290,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
1271,36155,30478,1.0,,1.0,,,2.0,1.0,2.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,1.0,
1272,36155,48469,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,
1273,36155,48598,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
1274,36155,53630,1.0,1.0,,,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0
1275,36176,8212,,2.0,3.0,,,,,1.0,,,1.0,3.0,,,1.0,2.0,1.0,,,2.0,,,,3.0,3.0,,1.0,1.0,1.0,,,2.0,3.0,1.0,,,2.0,3.0,
1276,36176,34611,,,2.0,2.0,,2.0,,1.0,,,1.0,3.0,,1.0,,1.0,3.0,,1.0,1.0,1.0,,,,6.0,,,2.0,1.0,1.0,,2.0,2.0,3.0,,,,5.0,
1277,36248,21308,,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,4.0,1.0,,,1.0,,1.0,,,,,,2.0,1.0,,,1.0,3.0,2.0,1.0,2.0,,1.0,1.0,,,1.0,
1278,36248,23586,1.0,,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,,,,,,,,,,1.0,1.0,,1.0,,2.0,1.0,1.0,3.0,,,1.0,2.0,,,1.0,
1279,36248,27236,,1.0,3.0,,3.0,,2.0,,3.0,3.0,3.0,,4.0,,1.0,,,1.0,,,,,,2.0,,1.0,,2.0,4.0,,3.0,,1.0,,2.0,,,,1.0
1280,36248,27271,,1.0,2.0,2.0,,2.0,3.0,2.0,,,4.0,3.0,,1.0,,,,,,,,,,,3.0,,,2.0,2.0,3.0,,1.0,2.0,,,,1.0,,
1281,36248,52525,,,2.0,,1.0,,1.0,,2.0,2.0,2.0,,2.0,,,1.0,,1.0,,,,,,,,1.0,,,2.0,,2.0,,1.0,,1.0,,,,
1282,36251,8930,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0
1283,36251,11838,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,1.0,2.0
1284,36251,47661,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,
1285,36367,9294,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
1286,36367,20305,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
1287,36367,21310,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
1288,36367,50151,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1289,36446,35498,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
1290,36505,28765,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,1.0,,,,,,,,,1.0,,,,,
1291,36505,44671,,,,,,,1.0,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
1292,36505,54058,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
1293,36515,12482,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,1.0,1.0,,
1294,36533,2546,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,
1295,36552,33533,,1.0,,1.0,,,,,,,1.0,,,1.0,,,,,,,,3.0,1.0,,2.0,,,,,,,,,,,,,,
1296,36552,35347,,2.0,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,1.0,,1.0,3.0,,1.0,1.0,,,,,,,,,,,,,
1297,36552,43350,,,,,,1.0,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
1298,36680,24889,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,
1299,36698,10180,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,2.0,
1300,36698,13406,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,
1301,36698,24891,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,
1302,36701,8362,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
1303,36701,15006,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
1304,36738,1500,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
1305,36738,15006,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,
1306,36738,29909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,
1307,36801,49025,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
1308,36843,16723,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
1309,36843,42151,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,
1310,36851,1597,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,2.0,,,,,,,,,,,,,
1311,37046,39477,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,
1312,37046,45446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
1313,37169,11782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
1314,37169,19855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
1315,37190,24651,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,37257,20556,,,,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,,,1.0,,1.0,1.0,1.0,2.0,1.0,,,1.0,
1317,37281,4649,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318,37281,8584,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,37338,6607,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
1320,37342,6736,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
1321,37471,2199,,2.0,2.0,1.0,1.0,,,,,1.0,,2.0,,,1.0,2.0,,1.0,1.0,1.0,,,,,2.0,,2.0,,1.0,2.0,,1.0,2.0,2.0,1.0,,,4.0,
1322,37471,14412,,,,,1.0,,,,,,,,2.0,,,,,1.0,,,,,,,,2.0,1.0,,,1.0,2.0,,,1.0,4.0,,,2.0,1.0
1323,37471,15386,,1.0,2.0,1.0,2.0,,,,,1.0,2.0,1.0,1.0,1.0,,2.0,,2.0,,1.0,,2.0,1.0,,2.0,,1.0,1.0,,1.0,1.0,,2.0,1.0,2.0,1.0,,2.0,
1324,37471,16360,,,,,1.0,,,,,,1.0,,2.0,,,1.0,,1.0,,,,1.0,,1.0,,,,2.0,1.0,1.0,,,1.0,,2.0,2.0,1.0,,1.0
1325,37471,28331,1.0,1.0,1.0,1.0,,,,,,,,4.0,,,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,,,,1.0,,,1.0,2.0,2.0,,,1.0,1.0,
1326,37471,40593,,,,,2.0,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0
1327,37530,16427,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,1.0,1.0,,,1.0,,1.0,,,2.0,,,2.0,1.0
1328,37537,17205,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,
1329,37537,18981,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,
